station_id,date,avg_occupancy_rate
DAN_13401,2024-06-16,0.26666666666666666
DAN_13408,2024-06-16,0.0
DAN_13409,2024-06-16,0.5833333333333333
DAN_13410,2024-06-16,0.0
DAN_13414,2024-06-16,0.5
DAN_13415,2024-06-16,0.5333333333333333
DAN_13417,2024-06-16,0.38095238095238093
DAN_13424,2024-06-16,0.5
DAN_13425,2024-06-16,0.5
DAN_13426,2024-06-16,0.3333333333333333
DAN_13440,2024-06-16,0.5
DAN_13451,2024-06-16,0.5
DAN_14062,2024-06-16,0.611111111111111
DAN_14189,2024-06-16,0.5
DAN_14281,2024-06-16,0.7619047619047619
DAN_14290,2024-06-16,0.3333333333333333
DAN_15076,2024-06-16,0.5
DAN_15564,2024-06-16,0.5
DAN_15569,2024-06-16,0.125
DAN_15961,2024-06-16,0.3333333333333333
DAN_16169,2024-06-16,0.5
DAN_16253,2024-06-16,0.6666666666666666
DAN_17570,2024-06-16,0.5333333333333333
DAN_18355,2024-06-16,0.5208333333333333
DAN_18637,2024-06-16,1.0
DAN_18839,2024-06-16,0.5
DAN_18853,2024-06-16,1.0
DAN_18857,2024-06-16,0.5
DAN_18858,2024-06-16,1.0
DAN_18859,2024-06-16,0.5
DAN_18866,2024-06-16,0.0
DAN_18871,2024-06-16,0.0
DAN_18875,2024-06-16,0.5
DAN_19027,2024-06-16,0.0
DAN_19029,2024-06-16,0.0
DAN_19032,2024-06-16,1.0
DAN_19047,2024-06-16,0.0
DAN_19052,2024-06-16,0.0
DAN_19057,2024-06-16,1.0
DAN_19058,2024-06-16,0.5
DAN_19072,2024-06-16,0.0
DAN_19077,2024-06-16,1.0
DAN_19088,2024-06-16,0.0
DAN_19093,2024-06-16,1.0
DAN_19094,2024-06-16,1.0
DAN_19096,2024-06-16,1.0
DAN_19106,2024-06-16,0.0
DAN_19109,2024-06-16,0.5
DAN_19120,2024-06-16,1.0
DAN_19158,2024-06-16,0.5
DAN_19174,2024-06-16,0.5
DAN_19187,2024-06-16,1.0
DAN_19194,2024-06-16,0.0
DAN_19212,2024-06-16,0.0
DAN_19220,2024-06-16,1.0
DAN_19223,2024-06-16,0.0
DAN_19233,2024-06-16,0.0
DAN_19237,2024-06-16,0.5
DAN_19245,2024-06-16,0.0
DAN_19280,2024-06-16,1.0
DAN_19286,2024-06-16,0.0
DAN_19293,2024-06-16,1.0
DAN_19301,2024-06-16,0.0
DAN_19305,2024-06-16,1.0
DAN_19315,2024-06-16,1.0
DAN_19325,2024-06-16,0.5
DAN_19327,2024-06-16,0.0
DAN_19346,2024-06-16,0.5
DAN_19347,2024-06-16,1.0
DAN_19357,2024-06-16,0.0
DAN_19363,2024-06-16,0.0
DAN_19372,2024-06-16,0.0
DAN_19373,2024-06-16,0.0
DAN_19374,2024-06-16,0.5
DAN_19387,2024-06-16,0.3333333333333333
DAN_19396,2024-06-16,0.0
DAN_19406,2024-06-16,1.0
DAN_19410,2024-06-16,1.0
DAN_19414,2024-06-16,1.0
DAN_19416,2024-06-16,0.0
DAN_19444,2024-06-16,1.0
DAN_19452,2024-06-16,1.0
DAN_19457,2024-06-16,0.5
DAN_19475,2024-06-16,1.0
DAN_19480,2024-06-16,1.0
DAN_19481,2024-06-16,0.0
DAN_19490,2024-06-16,0.0
DAN_19492,2024-06-16,0.0
DAN_19497,2024-06-16,0.0
DAN_19503,2024-06-16,0.0
DAN_19504,2024-06-16,1.0
DAN_19516,2024-06-16,1.0
DAN_19520,2024-06-16,0.0
DAN_19522,2024-06-16,0.5
DAN_19533,2024-06-16,1.0
DAN_19538,2024-06-16,0.0
DAN_19545,2024-06-16,0.0
DAN_19552,2024-06-16,1.0
DAN_19567,2024-06-16,1.0
DAN_19569,2024-06-16,1.0
DAN_19584,2024-06-16,0.0
DAN_19587,2024-06-16,0.0
DAN_19589,2024-06-16,1.0
DAN_19611,2024-06-16,0.0
DAN_19612,2024-06-16,1.0
DAN_19613,2024-06-16,0.0
DAN_19616,2024-06-16,1.0
DAN_19650,2024-06-16,0.5
DAN_19657,2024-06-16,1.0
DAN_19659,2024-06-16,1.0
DAN_19666,2024-06-16,0.5
DAN_19678,2024-06-16,0.0
DAN_19680,2024-06-16,0.0
DAN_19683,2024-06-16,0.5
DAN_19687,2024-06-16,1.0
DAN_19693,2024-06-16,0.5
DAN_19712,2024-06-16,0.0
DAN_19725,2024-06-16,1.0
DAN_19726,2024-06-16,1.0
DAN_19738,2024-06-16,1.0
DAN_19739,2024-06-16,0.0
DAN_19743,2024-06-16,1.0
DAN_19755,2024-06-16,0.5
DAN_19761,2024-06-16,0.6666666666666666
DAN_19771,2024-06-16,0.5
DAN_19775,2024-06-16,0.0
DAN_19782,2024-06-16,0.5
DAN_19786,2024-06-16,1.0
DAN_19790,2024-06-16,1.0
DAN_19813,2024-06-16,0.5
DAN_19836,2024-06-16,0.5
DAN_19844,2024-06-16,0.5
DAN_19845,2024-06-16,0.0
DAN_19861,2024-06-16,0.0
DAN_19873,2024-06-16,0.0
DAN_19879,2024-06-16,0.0
DAN_19898,2024-06-16,0.0
DAN_19906,2024-06-16,0.0
DAN_19907,2024-06-16,0.0
DAN_19910,2024-06-16,1.0
DAN_19922,2024-06-16,1.0
DAN_19923,2024-06-16,0.5
DAN_19940,2024-06-16,1.0
DAN_19942,2024-06-16,0.0
DAN_19955,2024-06-16,1.0
DAN_19957,2024-06-16,0.0
DAN_19977,2024-06-16,0.0
DAN_19980,2024-06-16,1.0
DAN_20023,2024-06-16,0.5
DAN_20052,2024-06-16,1.0
DAN_20077,2024-06-16,1.0
DAN_20078,2024-06-16,1.0
DAN_20080,2024-06-16,1.0
DAN_20167,2024-06-16,0.3333333333333333
DAN_20188,2024-06-16,0.25
DAN_20220,2024-06-16,0.0
DAN_20226,2024-06-16,0.0
DAN_20232,2024-06-16,0.0
DAN_20258,2024-06-16,1.0
DAN_20297,2024-06-16,0.3333333333333333
DAN_20315,2024-06-16,1.0
DAN_20321,2024-06-16,0.3333333333333333
DAN_20341,2024-06-16,1.0
DAN_20348,2024-06-16,0.2
DAN_20372,2024-06-16,0.0
DAN_20395,2024-06-16,0.5
DAN_20441,2024-06-16,1.0
DAN_20466,2024-06-16,0.75
DAN_20477,2024-06-16,0.5
DAN_20486,2024-06-16,1.0
DAN_20496,2024-06-16,1.0
DAN_20497,2024-06-16,1.0
DAN_20520,2024-06-16,0.6666666666666666
DAN_20539,2024-06-16,0.8888888888888888
DAN_20553,2024-06-16,1.0
DAN_20557,2024-06-16,1.0
DAN_20563,2024-06-16,0.0
DAN_20564,2024-06-16,0.0
DAN_20576,2024-06-16,1.0
DAN_20588,2024-06-16,0.5
DAN_20590,2024-06-16,0.25
DAN_20591,2024-06-16,0.25
DAN_20595,2024-06-16,1.0
DAN_20599,2024-06-16,1.0
DAN_20601,2024-06-16,1.0
DAN_20614,2024-06-16,0.5
DAN_20620,2024-06-16,1.0
DAN_20621,2024-06-16,0.0
DAN_20682,2024-06-16,0.0
DAN_20693,2024-06-16,0.5
DAN_20746,2024-06-16,1.0
DAN_20750,2024-06-16,0.0
DAN_20762,2024-06-16,0.5
DAN_20764,2024-06-16,1.0
DAN_20769,2024-06-16,1.0
DAN_20772,2024-06-16,0.0
DAN_20780,2024-06-16,0.0
DAN_20784,2024-06-16,0.75
DAN_20789,2024-06-16,0.0
DAN_20792,2024-06-16,0.5
DAN_20798,2024-06-16,1.0
DAN_20810,2024-06-16,0.0
DAN_20815,2024-06-16,1.0
DAN_20821,2024-06-16,0.5
DAN_20829,2024-06-16,0.0
DAN_20832,2024-06-16,0.5
DAN_20849,2024-06-16,1.0
DAN_20853,2024-06-16,0.0
DAN_20904,2024-06-16,0.5
DAN_20912,2024-06-16,1.0
DAN_20918,2024-06-16,0.5
DAN_20919,2024-06-16,0.5
DAN_20926,2024-06-16,1.0
DAN_20927,2024-06-16,0.5
DAN_20930,2024-06-16,0.0
DAN_20932,2024-06-16,0.5555555555555555
DAN_20934,2024-06-16,1.0
DAN_20938,2024-06-16,1.0
DAN_20945,2024-06-16,0.5
DAN_20946,2024-06-16,0.0
DAN_20953,2024-06-16,1.0
DAN_20957,2024-06-16,1.0
DAN_20961,2024-06-16,0.5
DAN_20972,2024-06-16,0.0
DAN_20991,2024-06-16,0.5
DAN_20995,2024-06-16,0.5
DAN_21013,2024-06-16,0.5
DAN_21014,2024-06-16,0.5
DAN_21029,2024-06-16,1.0
DAN_21068,2024-06-16,1.0
DAN_21106,2024-06-16,0.6666666666666666
DAN_21119,2024-06-16,0.0
DAN_21155,2024-06-16,0.5
DAN_21212,2024-06-16,0.0
DAN_21222,2024-06-16,0.8333333333333334
DAN_21236,2024-06-16,1.0
DAN_21240,2024-06-16,1.0
DAN_21280,2024-06-16,0.25
DAN_21283,2024-06-16,0.3333333333333333
DAN_21286,2024-06-16,0.0
DAN_21316,2024-06-16,1.0
DAN_21337,2024-06-16,0.5
DAN_21341,2024-06-16,0.3333333333333333
DAN_21343,2024-06-16,0.39999999999999997
DAN_21357,2024-06-16,0.0
DAN_21389,2024-06-16,0.5
DAN_21393,2024-06-16,1.0
DAN_21427,2024-06-16,1.0
DAN_21429,2024-06-16,1.0
DAN_21476,2024-06-16,0.0
DAN_21595,2024-06-16,0.4583333333333333
DAN_22686,2024-06-16,0.5
DAN_22687,2024-06-16,1.0
DAN_22696,2024-06-16,0.5
DAN_22699,2024-06-16,0.5
DAN_22719,2024-06-16,0.5
DAN_22742,2024-06-16,0.0
DAN_22812,2024-06-16,1.0
DAN_22817,2024-06-16,0.0
DAN_22837,2024-06-16,0.5
DAN_22846,2024-06-16,0.0
DAN_22871,2024-06-16,0.0
DAN_22920,2024-06-16,0.5
DAN_22923,2024-06-16,0.21666666666666665
DAN_22927,2024-06-16,0.5555555555555555
DAN_22930,2024-06-16,0.6
DAN_22931,2024-06-16,0.0
DAN_22934,2024-06-16,0.6666666666666666
DAN_22935,2024-06-16,0.0
DAN_22942,2024-06-16,0.5
DAN_22944,2024-06-16,0.5
DAN_22945,2024-06-16,0.5
DAN_23001,2024-06-16,0.3333333333333333
DAN_23544,2024-06-16,0.0
DAN_24793,2024-06-16,0.3333333333333333
DAN_25727,2024-06-16,0.0
DAN_25754,2024-06-16,0.0
DAN_25765,2024-06-16,0.0
DAN_25767,2024-06-16,0.5
DAN_25792,2024-06-16,0.0
DAN_25806,2024-06-16,1.0
DAN_25807,2024-06-16,0.5
DAN_25824,2024-06-16,0.5
DAN_25825,2024-06-16,0.5
DAN_25826,2024-06-16,0.5
DAN_25827,2024-06-16,0.4666666666666667
DAN_25840,2024-06-16,0.6666666666666666
DAN_25843,2024-06-16,0.5
DAN_25851,2024-06-16,0.0
DAN_25863,2024-06-16,0.5
DAN_25876,2024-06-16,1.0
DAN_25880,2024-06-16,1.0
DAN_25885,2024-06-16,0.5
DAN_25893,2024-06-16,1.0
DAN_25897,2024-06-16,1.0
DAN_25916,2024-06-16,1.0
DAN_25925,2024-06-16,0.5
DAN_25928,2024-06-16,1.0
DAN_25946,2024-06-16,0.0
DAN_26917,2024-06-16,0.0
DAN_26941,2024-06-16,0.0
DAN_26942,2024-06-16,1.0
DAN_26943,2024-06-16,0.0
DAN_26944,2024-06-16,0.0
DAN_26955,2024-06-16,0.5
DAN_26966,2024-06-16,0.5
DAN_26988,2024-06-16,0.5
DAN_27182,2024-06-16,0.5
DAN_27910,2024-06-16,1.0
DAN_27911,2024-06-16,1.0
DAN_27912,2024-06-16,1.0
DAN_27949,2024-06-16,0.0
DAN_28059,2024-06-16,1.0
DAN_28070,2024-06-16,1.0
DAN_28071,2024-06-16,0.0
DAN_28245,2024-06-16,1.0
DAN_28259,2024-06-16,0.0
FIN_02327,2024-06-16,0.5833333333333333
FIN_03116,2024-06-16,0.5666666666666667
FIN_03118,2024-06-16,0.5
FIN_03512,2024-06-16,0.4426807760141094
FIN_03749,2024-06-16,0.45252525252525255
FIN_11895,2024-06-16,0.4117063492063492
FIN_11896,2024-06-16,0.3444444444444444
FIN_11915,2024-06-16,0.4
FIN_11935,2024-06-16,0.5
FIN_11940,2024-06-16,0.25
FIN_11943,2024-06-16,0.25
FIN_11961,2024-06-16,0.5
FIN_11964,2024-06-16,0.37564102564102564
FIN_11968,2024-06-16,0.31785714285714284
FIN_11975,2024-06-16,0.5
FIN_11976,2024-06-16,0.5833333333333334
FIN_11979,2024-06-16,0.5833333333333333
FIN_11981,2024-06-16,0.25
FIN_11984,2024-06-16,0.611111111111111
FIN_12032,2024-06-16,0.49333333333333335
FIN_12035,2024-06-16,0.38888888888888884
FIN_12040,2024-06-16,0.41666666666666663
FIN_12041,2024-06-16,0.5650793650793651
FIN_12044,2024-06-16,0.3333333333333333
FIN_12047,2024-06-16,0.5625
FIN_12049,2024-06-16,0.6666666666666666
FIN_13146,2024-06-16,0.5
FIN_13181,2024-06-16,0.4255952380952381
FIN_14136,2024-06-16,0.41904761904761906
FIN_15501,2024-06-16,0.4
FIN_16510,2024-06-16,0.3
FIN_16512,2024-06-16,0.5
FIN_16517,2024-06-16,0.19999999999999998
FIN_16519,2024-06-16,0.2
FIN_16520,2024-06-16,0.0
FIN_16522,2024-06-16,1.0
FIN_16528,2024-06-16,0.5
FIN_16530,2024-06-16,0.3333333333333333
FIN_16531,2024-06-16,1.0
FIN_16536,2024-06-16,0.0
FIN_16542,2024-06-16,0.5
FIN_16546,2024-06-16,0.5
FIN_16549,2024-06-16,0.5
FIN_16550,2024-06-16,0.25
FIN_16552,2024-06-16,0.0
FIN_16555,2024-06-16,0.3333333333333333
FIN_16557,2024-06-16,0.0
FIN_16558,2024-06-16,0.16666666666666666
FIN_16563,2024-06-16,0.5
FIN_16568,2024-06-16,0.25
FIN_16574,2024-06-16,0.5
FIN_16582,2024-06-16,0.0
FIN_16585,2024-06-16,0.6
FIN_16601,2024-06-16,0.38888888888888884
FIN_16605,2024-06-16,0.5
FIN_16607,2024-06-16,0.3333333333333333
